id_lieu;id_local;nom_lieu;ad_lieu;com_lieu;insee;type;date_maj;ouvert;source;Xlong;Ylat;nbre_pl;nbre_pmr;duree;horaires;proprio;lumiere;comm
22093-C-001;;Aire de covoiturage La Ville Es Lan;échangeur de la Ville Es Lan RN12-RD768;LAMBALLE;22093;Aire de covoiturage;29/08/2019;True;222200016.0;-2.54833357;48.46780324;24.0;;;;;;
22113-C-001;;Aire de covoiturage Le Boutil;Giratoire du Boutil RD 767 - RD 786;LANNION;22113;Aire de covoiturage;29/08/2019;True;222200016.0;-3.430629822;48.72429683;59.0;;;;;;
22121-C-001;;Aire de covoiturage Pont Lé;Giratoire RD 6 - RD 9;LANVOLLON;22121;Aire de covoiturage;29/08/2019;True;222200016.0;-2.976688639;48.63465909;40.0;;;;;;
22136-C-001;;Aire de covoiturage La Fourchette;RD700-RN164-RD786;LOUDEAC;22136;Aire de covoiturage;29/08/2019;True;222200016.0;-2.753325074;48.19725814;30.0;;;;;;
22143-C-001;;Aire de covoiturage Le Stade;RD13;MATIGNON;22143;Aire de covoiturage;29/08/2019;True;222200016.0;-2.296072962;48.59213544;40.0;;;;;;
22155-C-001;;Aire de covoiturage Bel Air;échangeur de Bel Air RD 700-;LA MOTTE;22155;Aire de covoiturage;29/08/2019;True;222200016.0;-2.755123526;48.22553374;28.0;;;;;;
22158-C-001;;Aire de covoiturage Michelle Le Brun;Croisement route de Pontivy et rue Michelle Le Brun;MUR DE BRETAGNE;22158;Aire de covoiturage;29/08/2019;True;222200016.0;-2.989523491;48.19808245;12.0;;;;;;
22162-C-001;;Aire de covoiturage La Lande Blanche;Giratoire de la Lande Blanche RD786-RD7;PAIMPOL;22162;Aire de covoiturage;29/08/2019;True;222200016.0;-3.041335092;48.76188831;23.0;;;;;;
22172-C-001;;Aire de covoiturage L'Arguenon;RD 768;PLANCOET;22172;Aire de covoiturage;29/08/2019;True;222200016.0;-2.228547235;48.52557987;15.0;;;;;;
22176-C-001;;Aire de covoiturage La Croix denis;échangeur de la Croix Denis RD 700-RD10;PLEDRAN;22176;Aire de covoiturage;29/08/2019;True;222200016.0;-2.781909681;48.46110837;30.0;;;;;;
22183-C-001;;Aire de covoiturage L'Escargot;RD 792 proche RN 176;LES MOULINS;22183;Aire de covoiturage;29/08/2019;True;222200016.0;-2.59100542;48.18776095;15.0;;;;;;
22185-C-001;;Aire de covoiturage Les Vallées;Giratoire sud de l'échangeur des Vallées RN 12 - RD 792;PLENEE JUGON;22185;Aire de covoiturage;29/08/2019;True;222200016.0;-2.359683391;48.37505553;49.0;;;;;;
22187-C-001;;Aire de covoiturage Les Mimosas;Rue des Mimosas;PLERIN;22187;Aire de covoiturage;29/08/2019;True;222200016.0;-2.769916279;48.54361598;65.0;;;;;;
22190-C-001;;Aire de covoiturage La Grignardais;échangeur de la Grignardais RN 176 -RD 766;PLESLIN TRIGAVOU;22190;Aire de covoiturage;29/08/2019;True;222200016.0;-2.040774181;48.52193004;17.0;;;;;;
22206-C-001;;Aire de covoiturage Kertédevant;échangeur de Kertédevant RD 7 - RN 12;PLOUAGAT;22206;Aire de covoiturage;29/08/2019;True;222200016.0;-2.968602739;48.52936003;38.0;;;;;;
22213-C-001;;Aire de covoiturage La Chiennais;Echangeur de la Chiennais RN176 - RD 12;PLOUER SUR RANCE;22213;Aire de covoiturage;29/08/2019;True;222200016.0;-2.01332844;48.53598684;22.0;;;;;;
22220-C-001;;Aire de covoiturage La Ville Louis;Giratoire RN 134 - RD 764;PLOUGUERNEVEL;22220;Aire de covoiturage;29/08/2019;True;222200016.0;-3.297438299;48.23661464;31.0;;;;;;
22223-C-001;;Aire de covoiturage Kernilien;échangeur de Kernilien RD 767 - RN 12;PLOUISY;22223;Aire de covoiturage;29/08/2019;True;222200016.0;-3.20665538;48.56583954;118.0;;;;;;
22225-C-001;;Aire de covoiturage La Chesnaye;échangeur de La Chesnaye RN 12 - RD5;PLOUMAGOAR;22225;Aire de covoiturage;29/08/2019;True;222200016.0;-3.149353026;48.54897762;69.0;;;;;;
22228-C-001;;Aire de covoiturage Beg Ar C'Hra;échangeur de Beg Ar C'hra RN 12 - RD 11;PLOUNEVEZ MOEDEC;22228;Aire de covoiturage;29/08/2019;True;222200016.0;-3.498991816;48.56252705;36.0;;;;;;
22251-C-001;;Aire de covoiturage La Ville Auvray;RD788- ZA de la Ville Auvray;PORDIC;22251;Aire de covoiturage;29/08/2019;True;222200016.0;-2.81084774;48.56116737;20.0;;;;;;
22259-C-001;;Aire de covoiturage Bel Air;échangeur des Périaux RN 176 - RD 766 - RD 776;QUEVERT;22259;Aire de covoiturage;29/08/2019;True;222200016.0;-2.092349596;48.44664779;20.0;;;;;;
22305-C-001;;Aire de covoiturage Kergoét;Entrée Station Galivel;ST JOUAN DE L ISLE;22305;Aire de covoiturage;29/08/2019;True;222200016.0;-2.188097311;48.27282354;15.0;;;;;;
22321-C-001;;Aire de covoiturage Le Ruellou;RD 790-RD5;ST NICOLAS DU PELEM;22321;Aire de covoiturage;29/08/2019;True;222200016.0;-3.162659448;48.30708847;35.0;;;;;;
22339-C-001;;Aire de covoiturage Dombriand;échangeur RN 176 - RD 166;TADEN;22339;Aire de covoiturage;29/08/2019;True;222200016.0;-2.042211282;48.48128;30.0;;;;;;
22341-C-001;;Aire de covoiturage Croix de L'Epine;RN12 - RD44;TRAMAIN;22341;Aire de covoiturage;29/08/2019;True;222200016.0;-2.395596168;48.3923125;12.0;;;;;;
22360-C-001;;Aire de covoiturage La Crarée;échangeur de la Crarée RD 10 - RD 27 - RD 222;TREGUEUX;22360;Aire de covoiturage;29/08/2019;True;222200016.0;-2.750257156;48.47715316;54.0;;;;;;
22368-C-001;;Aire de covoiturage Rance Fremur;RD 766 - RD 118;TREMEREUC;22368;Aire de covoiturage;29/08/2019;True;222200016.0;-2.059739522;48.56589574;6.0;;;;;;
22372-C-001;;Aire de covoiturage L'Aéroport;RN12 - RD 706;TREMUSON;22372;Aire de covoiturage;29/08/2019;True;222200016.0;-2.859697266;48.53073919;46.0;;;;;;
22384-C-001;;Aire de covoiturage Berlouze;Giratoire de Berlouze RD 35 - RD 700;UZEL;22384;Aire de covoiturage;29/08/2019;True;222200016.0;-2.826654417;48.28744844;22.0;;;;;;
22388-C-001;;Aire de covoiturage Les Broussettes;échangeur RN 176 - RD 776;VILDE GUINGALAN;22388;Aire de covoiturage;29/08/2019;True;222200016.0;-2.144430388;48.43858255;18.0;;;;;;
23008-C-001;;Aire de covoiturage La Seigliére;;AUBUSSON;23008;Aire de covoiturage;29/08/2019;True;130010457.0;2.195895601;45.94824446;20.0;;;;;;
23082-C-001;;Aire de covoiturage Le Trois et demi;;FLEURAT;23082;Aire de covoiturage;29/08/2019;True;130010457.0;1.685653187;46.2225468;40.0;;;;;;
23102-C-001;;Aire de covoiturage Pierre Blanche;;LADAPEYRE;23102;Aire de covoiturage;29/08/2019;True;130010457.0;2.071720068;46.20528397;25.0;;;;;;
23247-C-001;;Aire de covoiturage Sainy Vaury;;ST VAURY;23247;Aire de covoiturage;29/08/2019;True;130010457.0;1.760903291;46.19982187;25.0;;;;;;
24020-C-001;;Aire de covoiturage Chasselines;D6089. 24210 La Bachellerie;LA BACHELLERIE;24020;Aire de covoiturage;29/08/2019;True;222400012.0;1.169906114;45.14828282;22.0;;;;CD24;True;
24053-C-001;;Aire de covoiturage de Niversac;Gare Niversac - St-Laurent-sur-Manoire. 24330 Saint-Laurent-sur-Manoire;BOULAZAC ISLE MANOIRE;24053;Aire de covoiturage;29/08/2019;True;222400012.0;0.805577291;45.13954609;66.0;;;;EPCI;;
24138-C-001;;Parking Relais Cré@vallée Nord;Périgueux. 24660 Coulounieix-Chamiers;COULOUNIEIX CHAMIERS;24138;Parking relais;29/08/2019;True;222400012.0;0.698679814;45.14249239;92.0;;;;EPCI;;
24186-C-001;;Parking du croisement;Pete Lebre. 24500 Fonroque;FONROQUE;24186;Parking;29/08/2019;True;222400012.0;0.419447802;44.70362378;10.0;;;;Commune de Fonroque;False;
24253-C-001;;Aire de covoiturage de Mareuil;D939E1. 24340 Mareuil;MAREUIL;24253;Aire de covoiturage;29/08/2019;True;222400012.0;0.446224909;45.45615599;16.0;1.0;;;Commune de Mareuil;True;
24256-C-001;;Aire de covoiturage de Marsac-sur-l'Isle;Avenue Louis Suder. 24430 Marsac-sur-l'Isle;MARSAC SUR L ISLE;24256;Aire de covoiturage;29/08/2019;True;222400012.0;0.660468415;45.18761964;34.0;;;;EPCI;True;
24372-C-001;;Parking Saint-Astier bord D689;D689;ST ASTIER;24372;Parking;29/08/2019;True;222400012.0;0.557943;45.143106;10.0;1.0;;;CD24;True;
24520-C-001;;Parking du rond point;D704. 24200 Sarlat-la-Canéda;SARLAT LA CANEDA;24520;Parking;29/08/2019;True;222400012.0;1.19725565;44.90269699;;;;;;;
24543-C-001;;Aire de covoiturage La Ramas;D6089. 24400 Sourzac;SOURZAC;24543;Aire de covoiturage;29/08/2019;True;222400012.0;0.432545559;45.06844531;9.0;1.0;;;CD24;True;
24551-C-001;;Parking du rond point;;THIVIERS;24551;Parking;29/08/2019;True;222400012.0;0.922972733;45.41928746;20.0;;;;Commune de Thiviers;True;
24557-C-001;;Aire de covoiturage Les Romains;2 Rue des Oeillets;TRELISSAC;24557;Aire de covoiturage;29/08/2019;True;222400012.0;0.737632252;45.19666753;20.0;;;;EPCI;True;
25075-C-001;;Salle des fétes;4 Rue du Moulin. 25560 Bonnevaux;BONNEVAUX;25075;Parking;29/08/2019;True;220500011.0;6.1832031;46.8094883;;;;;;;
25127-C-001;;Stade;5 Rue du Stade. 25140 Charquemont;CHARQUEMONT;25127;Parking;29/08/2019;True;220500011.0;6.82651;47.20775;;;;;;;
25148-C-001;;Salle des fétes;2 Rue du Palais. 25500 La Chenalotte;LA CHENALOTTE;25148;Parking;29/08/2019;True;220500011.0;6.68649;47.10892;;;;;;;
25157-C-001;;Chapelle-Mijoux;N57. 25300 La Cluse-et-Mijoux;LA CLUSE ET MIJOUX;25157;Parking;29/08/2019;True;220500011.0;6.3680171;46.8310128;;;;;;;
25193-C-001;;Parking Salle Polyvalente;20B Rue des écoles. 25450 Damprichard;DAMPRICHARD;25193;Parking;29/08/2019;True;220500011.0;6.87814;47.24476;;;;;;;
25222-C-001;;Rond-point D461 - D258;D258. 25580 étalans;ETALANS;25222;Parking;29/08/2019;True;220500011.0;6.255083;47.161365;;;;;;;
25240-C-001;;Salle des fétes;5 Rue du Calvaire. 25500 Les Fins;LES FINS;25240;Parking;29/08/2019;True;220500011.0;6.63513;47.08115;;;;;;;
25243-C-001;;Parking Communal;23 Rue Maréchal Leclerc. 25390 Flangebouche;FLANGEBOUCHE;25243;Parking;29/08/2019;True;220500011.0;6.473908;47.144153;;;;;;;
25254-C-001;;Stade;D6. 25300 Les Fourgs;LES FOURGS;25254;Parking;29/08/2019;True;220500011.0;6.4255595;46.8335887;;;;;;;
25255-C-001;;Centre-ville;7 Place Franéois Xavier Joubert. 25140 Fournet-Blancheroche;FOURNET BLANCHEROCHE;25255;Parking;29/08/2019;True;220500011.0;6.82475;47.1684;;;;;;;
25259-C-001;;Stade;1 Rue du Stade. 25560 Frasne;FRASNE;25259;Parking;29/08/2019;True;220500011.0;6.159539;46.854194;;;;;;;
25307-C-001;;Espace tri sélectif;25 Route de la Poste. 25370 Les Hépitaux-Neufs;LES HOPITAUX NEUFS;25307;Parking;29/08/2019;True;220500011.0;6.3687865;46.7748137;;;;;;;
25320-C-001;;Gare de Labergement-Sainte-Marie;8 Grande Rue. 25160 Labergement-Sainte-Marie;LABERGEMENT STE MARIE;25320;Parking;29/08/2019;True;220500011.0;6.28286399;46.77447478;;;;;;;
25321-C-001;;La Griotte;525 Rue des Clos Rondot. 25130 Villers-le-Lac;VILLERS LE LAC;25321;Parking;29/08/2019;True;220500011.0;6.67318;47.05874;;;;;;;
25348-C-001;;Gare de Longevilles-Mont-d'Or;6 Rue de la Gare. 25370 Longevilles-Mont-d'Or;LONGEVILLES MONT D OR;25348;Parking;29/08/2019;True;220500011.0;6.304349899;46.75297604;;;;;;;
25349-C-001;;Parking Communal;9 Rue du Bas des éges. 25390 Loray;LORAY;25349;Parking;29/08/2019;True;220500011.0;6.500108;47.145047;;;;;;;
25356-C-001;;Gymnase;53 Rue Saint-Michel. 25120 Maéche;MAICHE;25356;Parking;29/08/2019;True;220500011.0;6.78947;47.24497;;;;;;;
25403-C-001;;Mairie de Montlebon;1A Place des Minimes. 25500 Montlebon;MONTLEBON;25403;Parking;29/08/2019;True;220500011.0;6.60698;47.04475;;;;;;;
25411-C-001;;Avenue des Marchandises;1 Rue du Stade. 25500 Les Fins;MORTEAU;25411;Parking;29/08/2019;True;220500011.0;6.60589;47.0538;;;;;;;
25413-C-001;;Douane;71T Grande Rue. 25240 Mouthe;MOUTHE;25413;Parking;29/08/2019;True;220500011.0;6.18971986;46.70463966;;;;;;;
25424-C-001;;Arret de bus Mobidoubs;14 Clos du Moulin. 25580 Nods;LES PREMIERS SAPINS;25424;Parking;29/08/2019;True;220500011.0;6.3429639;47.0974641;;;;;;;
25425-C-001;;Stade;1 Rue des Belles Seignes. 25500 Noél-Cerneux;NOEL CERNEUX;25425;Parking;29/08/2019;True;220500011.0;6.66102;47.10287;;;;;;;
25426-C-001;;Pont;2 Chemin des Santans. 25190 Bief;NOIREFONTAINE;25426;Parking;29/08/2019;True;220500011.0;6.77237;47.3274;;;;;;;
25432-C-001;;Aire de repos échangeur D461-D351;D461. 25390 Orchamps-Vennes;ORCHAMPS VENNES;25432;Aire de covoiturage;29/08/2019;True;220500011.0;6.527665;47.145149;;;;;;;
25462-C-001;;Espace Pourny;2 Rue Louis Pergaud. 25300 Pontarlier;PONTARLIER;25462;Parking;29/08/2019;True;220500011.0;6.345686992;46.9018666;;;;;;;
25512-C-001;;Centre-Ville-Clémenceau;5 Rue Clemenceau. 25210 Le Russey;LE RUSSEY;25512;Parking;29/08/2019;True;220500011.0;6.73146;47.16191;;;;;;;
25519-C-001;;Parking de la Poste;7 Rue du Clos Pascal. 25190 Saint-Hippolyte;ST HIPPOLYTE;25519;Parking;29/08/2019;True;220500011.0;6.81461;47.31883;;;;;;;
25620-C-001;;Mairie de Ville-du-Pont;Lieu-dit Ellais 5. 25650 Ville-du-Pont;VILLE DU PONT;25620;Parking;29/08/2019;True;220500011.0;6.477434;47.00275;;;;;;;
26006-C-001;;Parking du Cimetiére;6 Impasse des écureuils. 26400 Allex;ALLEX;26006;Parking;29/08/2019;True;222600017.0;4.910572;44.766064;;;;;;;
26010-C-001;;Parking de l'Espace Plantay;299 Rue de l'Europe. 26140 Anneyron;ANNEYRON;26010;Parking;29/08/2019;True;222600017.0;4.88657;45.273531;;;;;;;
26011-C-001;;Parking covoiturage du Cimetiére;Plan d'Aouste. 26400 Aouste-sur-Sye;AOUSTE SUR SYE;26011;Parking;29/08/2019;True;222600017.0;5.05115;44.717611;;;;;;;
26025-C-001;;Parking du croisement;D340. 26310 Barnave;BARNAVE;26025;Parking;29/08/2019;True;222600017.0;5.399854;44.673637;;;;;;;
26034-C-001;;Parking du péage de La Baume-d'Hostun;45 Rue des Coquelicots. 26730 La Baume-d'Hostun;LA BAUME D HOSTUN;26034;Sortie d'autoroute;29/08/2019;True;222600017.0;5.211318;45.061723;;;;;;;
26037-C-001;;Parking de la Maison des Associations de Beaumont les Valence;1 Rue Odette Malossane.;BEAUMONT LES VALENCE;26037;Parking;29/08/2019;True;222600017.0;4.941594;44.863943;;;;;;;
26040-C-001;;Parking de Valdréme;D306. 26310 Beauriéres;BEAURIERES;26040;Parking;29/08/2019;True;222600017.0;5.536775;44.54942;;;;;;;
26045-C-001;;Parking des Bambous;30 Parking des Bambous. 26160 La Bégude-de-Mazenc;LA BEGUDE DE MAZENC;26045;Parking;29/08/2019;True;222600017.0;4.937179;44.544163;;;;;;;
26056-C-001;;Parking du Camping Les Bois du Chételas;Route de Dieulefi;BOURDEAUX;26056;Parking;29/08/2019;True;222600017.0;5.127864;44.578317;;;;;;;
26057-C-001;;Parking du Complexe aquatique Diabolo;Route d'Alixan;BOURG DE PEAGE;26057;Parking;29/08/2019;True;222600017.0;5.041091;45.01789;;;;;;;
26064-C-001;;Aire de covoiturage de Chabeuil;5 Route de Malissard. 26120 Chabeuil;CHABEUIL;26064;Aire de covoiturage;29/08/2019;True;222600017.0;5.008214;44.902857;;;;;;;
26071-C-001;;Parking de la boulangerie;Impasse des Hauches.;CHANOS CURSON;26071;Parking;29/08/2019;True;222600017.0;4.927454;45.054371;;;;;;;
26074-C-001;;Parking de l'Office du Tourisme;Avenue des Grands Goulets. 26420 La Chapelle-en-Vercors;LA CHAPELLE EN VERCORS;26074;Parking;29/08/2019;True;222600017.0;5.414932;44.967592;;;;;;;
26077-C-001;;Parking du Village;150A Route de Marges. 26260 Charmes-sur-l'Herbasse;CHARMES SUR L HERBASSE;26077;Parking;29/08/2019;True;222600017.0;5.0178;45.147908;;;;;;;
26081-C-001;;Parking du Pont de Lierne;D68. 26120 Chéteaudouble;CHATEAUDOUBLE;26081;Parking;29/08/2019;True;222600017.0;5.071909;44.9104;;;;;;;
26083-C-001;;Parking du Boulodrome;1 Rue du Boulodrome;CHATEAUNEUF DE GALAURE;26083;Parking;29/08/2019;True;222600017.0;4.95696;45.231318;;;;;;;
26084-C-001;;Parking du Gymnase;Route de Valence;CHATEAUNEUF SUR ISERE;26084;Parking;29/08/2019;True;222600017.0;4.928565;45.009182;;;;;;;
26088-C-001;;Aire de covoiturage de Chatuparc;30 Route nationale. 26300 Chatuzange-le-Goubet;CHATUZANGE LE GOUBET;26088;Aire de covoiturage;29/08/2019;True;222600017.0;5.083255;45.035586;;;;;;;
26108-C-001;;Aire de covoiturage de La Saleine;La Croix de Romans .. 26400 Crest;CREST;26108;Aire de covoiturage;29/08/2019;True;222600017.0;5.005335;44.740147;;;;;;;
26113-C-001;;Aire de covoiturage de Meyrosse;3 Boulevard du Maréchal Leclerc;DIE;26113;Aire de covoiturage;29/08/2019;True;222600017.0;5.372871;44.750611;;;;;;;
26114-C-001;;Parking de la distillerie;8 Rue de la Distillerie;DIEULEFIT;26114;Parking;29/08/2019;True;222600017.0;5.070451;44.520508;;;;;;;
26116-C-001;;Aire de covoiturage de Donzére;140 Chemin de Basta de Sidera. 26290 Donzére;DONZERE;26116;Aire de covoiturage;29/08/2019;True;222600017.0;4.719077;44.440679;;;;;;;
26124-C-001;;Parking de Beauvallon;Route de Beauvallon l'Alouette;ETOILE SUR RHONE;26124;Parking;29/08/2019;True;222600017.0;4.892257;44.842472;;;;;;;
26129-C-001;;Aire de covoiturage Ecanciere;85 Rue des trois Communes. 26730 Eymeux;EYMEUX;26129;Aire de covoiturage;29/08/2019;True;222600017.0;5.161021;45.049237;;;;;;;
26138-C-001;;Parking Visiteurs;1 Rue de la Basse Bourgade. 26700 La Garde-Adhémar;LA GARDE ADHEMAR;26138;Parking;29/08/2019;True;222600017.0;4.754338;44.39418;;;;;;;
26144-C-001;;Parking du Village;2 Place du Champ de Mars. 26400 Grane;GRANE;26144;Parking;29/08/2019;True;222600017.0;4.924572;44.732024;;;;;;;
26165-C-001;;Parking de la Médiathéque;Place de la Madeleine;LIVRON SUR DROME;26165;Parking;29/08/2019;True;222600017.0;4.840612;44.771166;;;;;;;
26166-C-001;;Parking de l'église;15 Impasse des Jardins d'Artemis. 26270 Loriol-sur-Dréme;LORIOL SUR DROME;26166;Parking;29/08/2019;True;222600017.0;4.826583;44.756181;;;;;;;
26167-C-001;;Parking de la Poste;Place du Champ de Mars. 26310 Luc-en-Diois;LUC EN DIOIS;26167;Parking;29/08/2019;True;222600017.0;5.453279;44.613695;;;;;;;
26179-C-001;;Rond point des 7 chemins;D259. 26600 Beaumont-Monteux;MERCUROL VEAUNES;26179;Parking;29/08/2019;True;222600017.0;4.887196;45.039668;;;;;;;
26197-C-001;;Parking du rond point;3 Rue des Préalpes. 26120 Montélier;MONTELIER;26197;Parking;29/08/2019;True;222600017.0;5.026439;44.935364;;;;;;;
26212-C-001;;Parking du rond point;Villeplat. 26120 Montvendre;MONTVENDRE;26212;Parking;29/08/2019;True;222600017.0;5.011602;44.875993;;;;;;;
26234-C-001;;Parking de la gare;La Gare. 26400 Piégros-la-Clastre;PIEGROS LA CLASTRE;26234;Parking;29/08/2019;True;222600017.0;5.088848;44.705949;;;;;;;
26235-C-001;;Parking de la route nationale 7;8575 Route Route Nationale 7. 26700 Pierrelatte;PIERRELATTE;26235;Parking;29/08/2019;True;222600017.0;4.686989;44.332382;;;;;;;
26250-C-001;;Aire de covoiturage du 45éme parralléle;2 Avenue du 45 éme Paralléle;PONT DE L ISERE;26250;Aire de covoiturage;29/08/2019;True;222600017.0;4.872469;45.001727;;;;;;;
26252-C-001;;Aire de covoiturage de la place de la libération;9 Rue Emile Zola. 26800 Portes-lés-Valence;PORTES LES VALENCE;26252;Aire de covoiturage;29/08/2019;True;222600017.0;4.879165;44.873724;;;;;;;
26262-C-001;;Parking du Café des Voyageurs;Recoubeau. 26310 Recoubeau-Jansac;RECOUBEAU JANSAC;26262;Parking;29/08/2019;True;222600017.0;5.413028;44.65307;;;;;;;
26271-C-001;;Parking du Cimetiére;8 Hameau du Golfe. 26600 La Roche-de-Glun;LA ROCHE DE GLUN;26271;Parking;29/08/2019;True;222600017.0;4.850529;45.014187;;;;;;;
26289-C-001;;Parking de la Magnanerie;Le Collet. 26340 Saillans;SAILLANS;26289;Parking;29/08/2019;True;222600017.0;5.170991;44.693834;;;;;;;
26295-C-001;;Parking des écoles;10 Rue des écoles. 26240 Saint-Barthélémy-de-Vals;ST BARTHELEMY DE VALS;26295;Parking;29/08/2019;True;222600017.0;4.872855;45.168685;;;;;;;
26301-C-001;;Parking de la poste;873 Avenue Général de Gaulle. 26260 Saint-Donat-sur-l'Herbasse;ST DONAT SUR L HERBASSE;26301;Parking;29/08/2019;True;222600017.0;4.981365;45.120877;;;;;;;
26302-C-001;;Aire de covoiturage Les Petits Goulets;165 Avenue du Vercors. 26190 Sainte-Eulalie-en-Royans;STE EULALIE EN ROYANS;26302;Aire de covoiturage;29/08/2019;True;222600017.0;5.34256;45.046861;;;;;;;
26315-C-001;;Parking du village;Le Village. 26420 Saint-Martin-en-Vercors;ST MARTIN EN VERCORS;26315;Parking;29/08/2019;True;222600017.0;5.442542;45.020639;;;;;;;
26320-C-001;;Aire de covoiturage Léon Laurent;2 Rue Julie Chaumat. 26190 Saint-Nazaire-en-Royans;ST NAZAIRE EN ROYANS;26320;Aire de covoiturage;29/08/2019;True;222600017.0;5.249207;45.059965;;;;;;;
26331-C-001;;Parking du terrain de basket;80 Allée du Tilleul. 26190 Saint-Thomas-en-Royans;ST THOMAS EN ROYANS;26331;Parking;29/08/2019;True;222600017.0;5.295587;45.047311;;;;;;;
26332-C-001;;Parking du village;33 Rue de la Liberté. 26240 Saint-Uze;ST UZE;26332;Parking;29/08/2019;True;222600017.0;4.866207;45.184327;;;;;;;
26336-C-001;;Parking de l'église;7 Place de l'église. 26400 Saou;SAOU;26336;Parking;29/08/2019;True;222600017.0;5.062219;44.646408;;;;;;;
26346-C-001;;Parking de l'entrée du village;996 Les Jeaux. 26400 Suze;SUZE;26346;Parking;29/08/2019;True;222600017.0;5.112891;44.759994;;;;;;;
26347-C-001;;Aire de covoiturage du parc;Marché. 26600 Tain-l'Hermitage;TAIN L HERMITAGE;26347;Aire de covoiturage;29/08/2019;True;222600017.0;4.833953;45.072193;;;;;;;
27065-C-001;;Aire des Ifs;A13 sortie 28 Beuzeville;Beuzeville;27065;Aire de covoiturage;12/12/2019;True;222702292.0;0.370024;49.350257;21.0;1.0;;;Conseil Départemental de l'Eure;;
27103-C-001;;Aire de covoiturage du Roumois Nord;Péage sortie Bourg-Achard;BOURG ACHARD;27103;Aire de covoiturage;29/08/2019;True;222702292.0;0.815161129;49.36410453;;;;;;;
27107-C-001;;Aire de la Béranguerie;Route de la Béranguerie;Bourneville;27107;Aire de covoiturage;12/12/2019;True;222702292.0;0.622945;49.376563;28.0;1.0;;;Conseil Départemental de l'Eure;;
27188-C-001;SAPN - 93884;Covoiturage de Criquebeuf-sur-Seine ;A13 Sortie 20;Criquebeuf-sur-Seine;27188;Sortie d'autoroute;02/06/2022;True;222702292.0;1.114188;49.304561;63.0;2.0;;24-juil;SAPN;True;
27203-C-001;;Aire de Normandie Parc;Rond-Point croisement RD75 - RD181;Douains;27203;Aire de covoiturage;12/12/2019;True;222702292.0;1.421667;49.060393;62.0;2.0;;;Conseil Départemal de l'Eure;;
27275-C-001;;Aire de Clos-Racine;Rond-Point croisement RD6015 - RD316;Gaillon;27275;Aire de covoiturage;12/12/2019;True;222702292.0;1.349154;49.158041;32.0;1.0;;;Conseil Départemental de l'Eure;;
27332-C-001;;écoparc 2;1 Allée des Tilleuls;Heudebouville;27332;Aire de covoiturage;12/12/2019;True;222702292.0;1.221706;49.19559;27.0;0.0;;;Commune d'Heudebouville;;
27378-C-001;;Aire de la Madeleine de Nonancourt;1 Route d'Evreux;La Madeleine de Nonancourt;27378;Aire de covoiturage;12/12/2019;True;222702292.0;1.194391;48.778305;18.0;1.0;;;Commune de la Madeleine de Nonancourt;;
27517-C-001;;Aire de covoiturage Les Champs Chouette;Rond point Echangeur de Saint-Aubin-sur-Gaillon (RD316);ST AUBIN SUR GAILLON;27517;Aire de covoiturage;29/08/2019;True;222702292.0;1.317090562;49.13921487;;;;;;;
27520-C-001;;Aire de la Poterie;Rue de la Poterie;Grand-Bourgtheroulde;27520;Aire de covoiturage;12/12/2019;True;222702292.0;0.883794;49.303396;16.0;0.0;;;Conseil Départemental de l'Eure;;
27580-C-001;;Aire de la Maison Brélée;A13 Sortie 24 Bourgtheroulde;Saint-Ouen-de-Thouberville;27580;Aire de covoiturage;12/12/2019;True;222702292.0;0.930566;49.343657;65.0;2.0;;;Communauté de Communes du Roumois Seine;;
27679-C-001;;Aire de Verneuil-sur-Avre;135 Rue Porte de Mortagne;Verneuil-sur-Avre;27679;Aire de covoiturage;12/12/2019;True;222702292.0;0.920555;48.734528;5.0;0.0;;;Commune de Verneuil-sur-Avre;;
29005-C-001;;Aire de covoiturage Lenn Veur;180 Rue Jean Marie Carer. 29300 Baye;BAYE;29005;Aire de covoiturage;29/08/2019;True;222900011.0;-3.605252657;47.85639796;;;;;;;
29020-C-001;;Aire de covoiturage Kerlez;1451 Z I N 2 des Pays Bas. 29510 Briec;BRIEC;29020;Aire de covoiturage;29/08/2019;True;222900011.0;-4.029732128;48.10050821;;;;;;;
29023-C-001;;Aire de covoiturage Kerjeanne;Kerjeanne. 29660 Carantec;CARANTEC;29023;Aire de covoiturage;29/08/2019;True;222900011.0;-3.923494193;48.65176241;;;;;;;
29024-C-001;;Aire de covoiturage La Villeneuve;Parc d'Activités de la Villeneuve. Rue Général Jacques de la Bollardiére. 29270 Carhaix-Plouguer;CARHAIX PLOUGUER;29024;Aire de covoiturage;29/08/2019;True;222900011.0;-3.539572584;48.27557053;;;;;;;
29025-C-001;;Aire de covoiturage Poul Ar Saf;27 Rue Poul ar Saf. 29150 Cast;CAST;29025;Aire de covoiturage;29/08/2019;True;222900011.0;-4.14528471;48.15031019;;;;;;;
29026-C-001;;Aire de covoiturage Le Pouillot;Kroas Hent. 29150 Chateaulin;CHATEAULIN;29026;Aire de covoiturage;29/08/2019;True;222900011.0;-4.050687921;48.21589432;;;;;;;
29027-C-001;;Aire de covoiturage Kroas Lesneven;78 ZI de Kroaz Lesneven. 29520 Chéteauneuf-du-Faou;CHATEAUNEUF DU FAOU;29027;Aire de covoiturage;29/08/2019;True;222900011.0;-3.822061995;48.20233433;;;;;;;
